player_id,tourney_spectators
105014,48731
105015,486581
105023,1010439
105026,219538
105029,210770
105030,42495
105031,595926
105032,276139
105041,1184888
105042,7228
105043,7868
105047,249228
105050,69529
105051,932555
105053,740246
105054,2532
105059,220113
105060,678550
105062,1199717
105063,1217707
105064,827346
105065,764855
105066,62707
105068,39436
105070,185099
105071,3002
105072,60242
105074,1415843
105077,1408503
105079,8897
105085,185346
105088,73245
105091,384396
105095,5916
105096,53236
105097,5874
105098,174347
105100,328541
105102,22339
105109,224361
105111,132135
105113,59207
105118,26103
105120,192499
105128,96211
105130,126420
105132,795670
105133,21982
105137,198495
105138,1584927
105139,12529
105141,3749
105142,20738
105147,1180800
105149,45583
105152,54182
105154,625749
105155,1207409
105156,210989
105159,3158
105160,88227
105161,200911
105163,607324
105164,3347
105166,1590492
105169,4095
105172,186289
105173,1418289
105175,17797
105177,1135
105178,62758
105179,3255
105180,162335
105181,474488
105182,700
105199,6694
105202,2607
105208,921019
105210,8604
105216,1282561
105217,433487
105223,863419
105225,17333
105226,723171
105227,1534602
105229,110093
105233,89048
105236,5658
105238,241052
105239,15679
105242,19949
105243,100262
105245,90194
105246,8356
105250,11707
105251,6510
105254,220387
105257,2616
105261,24239
105262,162247
105264,7174
105269,21788
105270,73126
105271,652084
105273,127588
105274,138706
105278,4111
105281,163752
105283,386334
105286,150760
105288,36633
105290,23690
105292,806821
105293,23093
105296,95130
105299,193749
105300,201203
105302,567048
105311,1216089
105314,8403
105323,20688
105325,166169
105329,2639
105330,17420
105331,27906
105332,1509904
105334,199438
105335,22088
105336,89702
105338,104910
105339,508320
105341,1397512
105349,285621
105353,30055
105357,1287767
105359,1256733
105365,2462
105369,18254
105373,991322
105376,1272527
105379,1144962
105381,31755
105385,897853
105388,31342
105391,3856
105398,70657
105399,118293
105401,13530
105403,5979
105406,1138566
105413,1408869
105414,8682
105415,126301
105421,108003
105422,57296
105426,251118
105427,48647
105429,76052
105430,1560071
105432,1107142
105433,70967
105434,352076
105436,389115
105438,536425
105439,4158
105440,19979
105441,980190
105447,131070
105448,59747
105449,1292804
105450,13438
105452,113498
105453,1426461
105454,695247
105456,67521
105464,82681
105467,21302
105470,6180
105471,5562
105472,236283
105477,1174794
105478,18890
105479,60095
105484,9186
105487,1395680
105490,37881
105493,554350
105494,97099
105497,830612
105498,7802
105499,41279
105502,252737
105503,111579
105507,302071
105508,15649
105509,66556
105510,54395
105512,732307
105514,502865
105515,357481
105523,19979
105525,37163
105526,1750229
105528,238632
105529,510650
105530,17291
105533,52971
105534,188787
105539,1428523
105542,97924
105545,20014
105547,33350
105549,3453
105550,1183007
105551,31872
105552,49879
105554,1381982
105557,100636
105559,326544
105560,28761
105561,1323748
105566,1444
105571,174705
105572,398976
105575,1291702
105577,1191630
105578,249531
105579,18379
105583,1448357
105585,700797
105586,112338
105587,58665
105589,731519
105590,1097476
105591,100730
105592,3930
105593,73654
105595,439059
105596,688394
105598,9726
105601,12135
105603,8393
105605,9190
105606,450
105607,33860
105612,56282
105613,1532857
105614,958858
105617,44510
105621,79082
105624,4068
105626,242662
105627,27225
105630,782
105632,16876
105633,1351076
105634,1076764
105635,99834
105638,89993
105641,1326751
105643,1381141
105645,30171
105646,65520
105649,834664
105650,67529
105651,35261
105654,471803
105655,1155851
105656,878910
105657,1218638
105661,67952
105662,6884
105668,269950
105669,9632
105670,15309
105671,957460
105672,7057
105674,49803
105676,1490690
105677,205314
105678,358120
105679,177654
105682,65576
105683,1235598
105686,15201
105688,206820
105690,31491
105691,375937
105692,616171
105695,61861
105697,264850
105700,84874
105703,383
105704,3835
105707,69226
105711,95742
105714,458772
105716,127506
105721,24259
105723,468872
105726,295367
105731,1167219
105732,1344602
105733,20903
105734,7007
105737,43491
105738,687530
105740,3207
105743,3239
105747,312752
105751,755387
105752,8491
105754,13184
105757,201830
105758,21945
105759,9414
105763,12708
105765,52482
105771,14273
105775,21041
105777,1342852
105778,402517
105779,6565
105780,36061
105781,129275
105782,947810
105786,29287
105787,96085
105788,19546
105789,77630
105790,56559
105791,44125
105792,15978
105796,3057
105797,69907
105798,667
105801,30159
105806,1119194
105807,1615362
105810,513290
105812,2005
105814,410657
105815,1341642
105816,33333
105819,1211074
105820,24791
105821,177379
105823,29319
105824,8812
105826,201668
105827,454037
105831,41984
105832,12079
105836,26232
105840,3704
105841,1317319
105842,820317
105843,51040
105844,46238
105849,8991
105850,113456
105851,27613
105853,72866
105855,11731
105856,24297
105860,471926
105861,19158
105864,44184
105868,57022
105869,22495
105870,1156568
105871,696984
105872,322456
105874,290950
105875,8554
105877,1150127
105880,7572
105881,287893
105882,1471597
105886,8164
105889,16601
105892,74875
105894,56458
105895,90579
105897,316702
105899,496784
105902,1168828
105903,6048
105905,989595
105906,618552
105909,176225
105911,1132356
105916,1671014
105917,103488
105924,19178
105926,34938
105928,297353
105932,1526039
105933,1034998
105934,112002
105935,463
105936,1391535
105938,447773
105943,1479076
105944,94700
105946,10399
105948,1351519
105952,1302172
105954,92162
105958,40728
105960,893051
105961,16862
105963,965593
105965,116031
105966,8310
105967,1638155
105968,21370
105969,26610
105974,542019
105979,7365
105981,6592
105984,25231
105985,907543
105986,12289
105990,8815
105992,915268
105996,10694
105998,49911
105999,43909
106000,1459329
106005,1124147
106006,527722
106008,12254
106010,2938
106011,54163
106012,26900
106016,8702
106021,244706
106022,176400
106026,522606
106027,8008
106031,378811
106032,620211
106033,107016
106034,1099775
106035,82443
106036,63200
106040,235608
106043,1779840
106044,688409
106045,1529016
106046,6124
106049,73796
106050,9533
106051,102539
106052,7288
106053,36652
106057,697485
106058,775830
106059,83201
106060,26720
106061,146230
106064,72929
106065,1587178
106071,875132
106072,1202913
106073,49427
106074,48222
106075,1467216
106078,1171148
106085,497
106089,3291
106093,144723
106095,26144
106099,1516184
106103,33442
106104,10808
106105,1105613
106106,5605
106109,1172291
106110,1008272
106114,2050
106117,244478
106120,442062
106121,1502292
106125,2790
106129,35574
106136,9016
106137,1298449
106138,157459
106143,24522
106148,1687312
106149,19592
106150,8283
106154,12954
106155,3080
106156,16968
106160,3578
106162,171288
106164,264274
106165,192231
106167,491963
106168,358218
106169,213303
106172,243896
106174,339860
106175,162277
106177,490185
106180,380
106181,161553
106182,32134
106184,65564
106186,685208
106187,520872
106191,58275
106196,28765
106197,12032
106198,1058875
106201,44982
106203,646928
106204,42159
106205,9774
106206,44110
106207,19708
106210,1267722
106211,145729
106214,1393604
106215,20475
106216,1332556
106218,1260807
106220,620356
106223,124174
106225,325703
106227,362439
106228,1253722
106230,2824
106232,684028
106233,1567253
106234,1244861
106238,142875
106240,6549
106243,88765
106246,91780
106247,53980
106248,259184
106249,782098
106250,164039
106252,389386
106253,3002
106254,119415
106255,2958
106260,78462
106261,883656
106262,43382
106264,81049
106265,394583
106266,548465
106269,13240
106273,126259
106274,19160
106276,3707
106278,5698
106280,10488
106281,1360196
106283,1273406
106285,85898
106288,1206884
106290,795277
106291,874212
106292,286168
106293,1338624
106295,2004
106296,1241003
106298,1090480
106299,23878
106300,4816
106301,15328
106302,669012
106304,27573
106307,26236
106310,421413
106311,249424
106314,4022
106317,4059
106319,21934
106321,240653
106322,184042
106324,695715
106325,12052
106327,38930
106328,509580
106329,1593620
106330,91765
106331,832732
106333,54533
106335,96746
106337,21309
106339,9246
106342,55814
106348,934789
106350,2861
106352,293463
106353,999143
106354,89924
106355,64380
106357,11328
106358,84787
106360,69130
106361,941514
106362,237351
106368,1312457
106374,59894
106375,180248
106377,222448
106378,1163873
106380,256407
106381,66809
106382,224697
106384,14749
106388,764
106389,10790
106390,665315
106391,58009
106392,4793
106393,871732
106394,7276
106396,45334
106397,230659
106398,729214
106399,23609
106401,837630
106403,25940
106405,6351
106406,2435
106408,961044
106410,65404
106412,226145
106415,1313646
106416,15764
106420,654445
106421,2079043
106423,651121
106424,2435
106425,271231
106426,1309648
106427,45485
106428,4059
106431,30437
106432,1255656
107192,3100
108094,4596
108701,2936
108705,451
108709,13909
108717,13279
108734,13411
108739,13324
108741,810
108748,24495
108761,68638
108763,3012
108767,54416
108772,1085
108777,3375
108780,6321
108782,796
108786,638
108919,3255
108956,2902
108982,598
108985,407
109054,1106231
109246,6475
109303,1063846
109307,65003
109318,81594
109331,13483
109334,160263
109336,11149
109343,44112
109346,7223
109520,26548
109536,9531
109554,15272
109558,3502
109590,3357
109632,14902
109640,267509
109684,10065
109686,727493
109694,21653
109698,396
109699,557856
109734,294879
109737,100702
109738,5183
109739,1203715
110466,11312
110468,63047
110474,51160
110476,17638
110530,66236
110536,742439
110539,31239
110565,6540
110571,10774
110574,2935
110596,74881
110600,40806
110602,1145123
110618,116672
110636,70138
110647,23385
110659,5466
110662,3019
110686,81981
110725,10186
110727,85062
110740,57328
110748,1157443
110749,91053
110750,38962
110751,420220
110753,2855
110754,171845
110756,2422
110757,399652
110758,11985
110760,2040
110761,18203
110762,7618
110763,44164
110773,90453
110774,106909
110775,21653
110778,817100
110779,33003
111153,879803
111156,101420
111163,67915
111167,1297
111172,6228
111179,2616
111180,10783
111181,46689
111183,16210
111186,405
111187,834406
111189,3688
111190,693778
111192,845887
111193,67000
111194,15915
111197,103111
111200,1433264
111201,12952
111202,848224
111208,23063
111360,41646
111427,23582
111436,193250
111442,1476055
111443,20539
111446,55014
111447,21062
111448,2565
111450,40629
111451,366555
111452,97659
111453,762397
111454,19345
111455,1667
111456,1355136
111459,229650
111460,1374619
111462,38303
111493,13288
111505,816434
111506,307293
111508,200730
111509,6453
111511,900804
111512,354667
111513,1290681
111515,781927
111567,15446
111568,33073
111569,91175
111570,86057
111571,3220
111574,817410
111575,1878659
111576,975686
111577,682266
111578,872394
111579,19014
111580,6705
111581,1247445
111582,327280
111583,310228
111584,122213
111586,32270
111739,9505
111752,28325
111761,234200
111763,3488
111765,479700
111767,10732
111774,3468
111775,130518
111781,232
111784,10890
111788,77074
111790,1065548
111792,62435
111794,1237492
111795,684668
111796,20161
111797,1116673
111805,80578
111806,274523
111807,2266
111809,27316
111815,1366965
116985,147491
116986,3002
117352,39610
117353,1050024
117356,936866
117357,163947
117358,435701
117359,75591
117360,1223756
117361,958205
117362,3539
117363,4288
117365,133241
117822,3760
118337,12852
119310,2719
119500,7180
119603,3468
119628,3439
119819,2430
120385,2050
120401,59563
120424,1308890
120500,2343
120542,33718
120545,11908
120555,3172
120563,15036
120636,4463
120775,634243
120792,1043
120798,136234
120875,4009
120900,16444
120903,3637
120922,38839
120982,24313
120983,3710
120998,3183
121004,14672
121049,3829
121093,3100
121113,2480
121264,223441
121366,407
121393,2704
121395,50435
121411,115286
121497,36620
121520,9994
121531,899111
121581,23537
121584,33381
121603,2455
121604,3707
121621,15269
121651,17391
121662,3062
121669,68810
121699,6196
121771,3707
121777,3538
121779,17761
121816,183179
121817,16487
121822,3571
121823,21416
121840,18982
121872,8184
121896,72815
121920,190283
121928,5971
121938,42865
121996,2744
122018,11899
122027,2690
122047,367
122048,6175
122049,3704
122055,9044
122058,217068
122059,88583
122073,2252
122078,1015349
122079,2455
122081,12662
122082,368
122092,3437
122103,3019
122105,8803
122109,179910
122113,3903
122116,6422
122118,6302
122122,6874
122156,5955
122164,16158
122171,9036
122196,3296
122207,3524
122222,7300
122236,76789
122240,9765
122241,27947
122247,8219
122248,75534
122252,26398
122257,32462
122262,6592
122272,19093
122298,716692
122304,2840
122310,7467
122321,7228
122323,24971
122330,1539077
122341,9962
122346,3260
122351,538516
122352,16987
122353,17347
122368,74949
122369,57331
122381,2435
122392,14975
122393,2596
122394,9989
122395,3895
122402,12824
122410,3845
122425,156049
122427,19233
122441,9407
122445,3057
122449,2935
122471,151032
122474,12508
122477,6463
122483,3002
122487,37516
122488,3255
122495,248283
122496,1928
122498,2632
122503,13677
122506,3710
122519,8846
122520,7798
122529,12563
122533,140509
122534,4910
122536,233209
122537,3707
122538,30766
122548,462512
122565,3522
122570,14865
122571,27447
122574,3932
122578,8921
122584,10436
122585,57093
122589,19169
122591,2435
122592,2435
122593,9858
122601,3796
122606,251681
122608,2422
122609,102086
122612,6476
122617,48245
122620,14360
122621,3234
122631,2235
122632,41122
122635,12958
122638,170019
122640,8517
122644,35492
122645,2679
122667,7142
122669,713885
122672,10459
122678,4002
122692,8678
123315,439
123736,68462
123742,4213
123743,32514
123747,31481
123749,3374
123755,1369183
123756,2143
123767,2136
123768,411388
123773,248
123774,8896
123785,199307
123792,10327
123795,491885
123807,161442
123809,438349
123812,32604
123819,1024205
123827,16166
123828,569886
123832,6210
123835,9270
123843,22589
123847,90581
123851,41694
123852,3348
123854,38773
123855,41144
123858,66182
123869,2532
123884,8945
123888,3637
123893,58723
123896,164365
123897,2935
123914,3537
123915,366
123920,225837
123921,706794
123929,5887
123932,10585
123944,13036
123962,2588
123965,456
123969,4654
123971,6124
123983,153195
123986,2499
123987,9697
123990,5414
123993,159233
123995,2673
124001,5564
124008,2568
124011,6449
124012,2938
124013,18828
124014,1197041
124015,8750
124022,872
124023,407
124040,146039
124045,36993
124049,55398
124050,24935
124051,10166
124063,10317
124067,7009
124069,7314
124074,14649
124079,1246538
124085,13407
124099,4384
124107,3383
124112,36513
124116,1112853
124124,26195
124126,52007
124141,9034
124144,2353
124154,706599
124155,5870
124167,7179
124185,8943
124186,994708
124187,1279238
124206,23069
124263,3795
125779,2136
125784,3200
125789,2861
125793,11699
125796,147276
125797,13948
125799,2050
125800,8486
125801,32325
125802,1477866
125803,4166
125804,43550
125806,85458
125808,37674
125815,17924
125816,56527
125818,7499
125820,8753
125821,23848
125823,2079
125825,101469
125829,9055
125833,29078
125834,13189
125835,6972
125838,3974
125842,5336
125843,23907
125844,2435
125847,511505
125848,24945
125851,8663
125854,57879
125855,3419
126081,2121
126091,51029
126092,14196
126094,1866933
126097,3127
126098,11755
126100,6056
126101,6360
126102,25555
126106,263098
126107,170018
126108,9359
126109,3954
126115,8471
126119,2821
126120,846469
126124,2704
126125,1323861
126127,954549
126128,913406
126129,10926
126130,6980
126135,142781
126141,9449
126143,287
126144,24595
126147,5659
126148,1952
126149,1361907
126151,210362
126152,303030
126154,18402
126156,1055711
126158,6246
126160,3213
126162,6516
126165,31682
126166,67123
126168,9844
126169,35528
126173,7295
126174,88332
126177,261250
126178,5578
126183,107022
126185,253829
126189,3296
126190,233542
126193,22883
126197,415769
126199,2840
126200,8972
126201,9527
126203,1623004
126204,112499
126205,1142150
126206,257035
126207,1595944
126208,470367
126209,8870
126212,2050
126214,678727
126219,15839
126222,16108
126225,2719
126234,3289
126236,5484
126237,848102
126239,673740
126260,5593
126263,25760
126273,120246
126276,13823
126283,691279
126293,6202
126304,3100
126320,3352
126321,13990
126322,2422
126323,4321
126324,14099
126327,7474
126328,7763
126335,43547
126337,354517
126340,575149
126344,4105
126353,2861
126357,2146
126358,2435
126372,13383
126375,10928
126386,2935
126388,6746
126409,775394
126414,6463
126423,2338
126425,2755
126430,2435
126432,4870
126439,6169
126442,8005
126449,7763
126450,51276
126464,25841
126465,7369
126473,13100
126498,21166
126502,463
126504,792085
126508,14742
126510,6996
126512,331894
126523,1123149
126526,8155
126528,20510
126530,25053
126533,43692
126535,1216111
126536,113169
126540,11995
126546,4910
126552,24546
126555,718488
126556,28683
126565,2958
126567,9378
126568,11725
126570,17097
126573,208728
126574,22595
126575,21307
126576,9336
126590,84860
126591,33734
126592,6259
126598,6516
126603,3355
126608,2704
126609,172690
126610,1504103
126612,47631
126613,14982
126615,3439
126623,137282
126625,5408
126627,49059
126628,4518
126634,183647
126646,443197
126652,866501
126653,9904
126660,3855
126663,570267
126664,79805
126666,10542
126683,13026
126689,8416
126715,21358
126720,4100
126723,4188
126729,3930
126732,6049
126737,36963
126739,11344
126748,16170
126749,2480
126753,27660
126758,10166
126760,12583
126764,2050
126770,3710
126773,2680
126774,2061275
126787,2642
126792,5870
126808,2953
126809,3347
126828,14226
126845,1021862
126846,815219
126854,3127
126870,3372
126878,209375
126882,12262
126886,39006
126888,2586
126891,13151
126902,7069
126904,2722
126917,5235
126918,4585
126937,11602
126938,60817
126939,277479
126946,2586
126952,1178797
126953,29759
126964,169499
126971,10612
126979,29904
127009,3933
127010,3352
127024,26990
127028,138678
127029,3213
127036,68481
127037,16172
127038,9997
127043,22585
127048,5082
127050,13896
127064,12312
127066,34457
127068,3929
127087,4156
127089,5518
127090,28007
127097,4111
127108,31038
127115,4844
127123,2455
127128,3896
127132,12866
127134,3488
127139,12880
127143,20305
127151,2616
127154,5318
127155,6979
127157,793990
127158,9302
127159,2434
127165,39804
127166,10336
127174,2926
127177,10684
127179,6629
127187,113385
127189,8521
127191,11519
127198,3625
127213,2739
127218,4308
127222,2455
127236,6857
127239,26051
127264,2814
127280,3900
127300,75913
127309,8568
127326,203495
127334,20503
127339,748245
127376,6582
127466,4092
127470,2627
127507,5657
127553,3098
127554,6196
127555,5689
127570,21322
127606,56155
127760,462349
127762,9629
127777,4321
127798,15797
127808,3074
127832,8586
127877,4213
127925,5833
127947,2997
127984,3522
128008,11107
128021,3929
128034,1685678
128041,3346
128056,7069
128065,9305
128070,31562
128096,12844
128138,1928
128140,15983
128494,3031
129147,2532
129255,2618
129354,4589
130109,6937
130247,53163
130457,2154
130550,10341
131866,20035
131867,9502
131889,17005
131904,13401
131905,572792
131910,3885
131911,5768
131912,12390
131931,3123
131934,649395
131951,16262
131990,3257
131999,47565
132003,1601
132023,3734
132028,380
132032,2802
132037,4752
132040,760
132052,12768
132054,24972
132088,20249
132113,3453
132121,25787
132123,18869
132124,58170
132126,17987
132128,3290
132135,6722
132137,31614
132143,3375
132180,2744
132182,3169
132204,6240
132213,5560
132278,4277
132283,1570646
132293,2532
132299,23761
132310,84865
132325,3497
132326,3490
132331,10566
132345,2953
132361,6572
132369,3062
132374,730
132389,3637
132423,1928
132430,3169
132437,24364
132456,1867
132457,5773
132482,297578
132495,108005
132496,6880
132528,21759
132535,14965
132573,56060
132575,24117
132584,3052
132609,8331
132612,2136
132663,8320
132686,98395
132703,2618
132712,3661
132739,9093
132744,2244
132753,7095
132754,8994
132829,3520
132831,3348
132837,56071
132842,331971
132852,64034
132859,9466
132895,15037
132896,6182
132901,2338
132917,3239
132932,687
132958,18351
132967,2849
132995,3895
132999,4135
133014,42047
133018,205334
133037,4009
133045,118439
133062,2422
133068,29708
133071,62125
133082,3796
133098,2849
133140,3168
133149,10940
133166,3284
133177,12525
133182,3010
133220,2954
133224,73431
133227,2146
133251,3363
133289,5955
133291,79965
133297,690392
133354,6387
133403,11138
133430,1592212
133450,32145
133467,7618
133468,3537
133471,13689
133475,7192
133478,8098
133497,4712
133516,3293
133617,3966
133621,4009
133667,43439
133668,3179
133680,17584
133684,72020
133690,7419
133713,6790
133715,9980
133729,4752
133764,2658
133766,4686
133773,10347
133794,10810
133815,5210
133835,168691
133841,2947
133857,9740
133872,183044
133907,2204
133925,6085
133933,7025
133945,7572
133946,15680
133975,443293
133979,347
133987,5508
133989,3227
134005,7762
134029,2144
134052,3578
134057,6152
134068,120446
134082,2650
134085,11504
134089,2953
134113,11208
134114,495
134120,109871
134194,5169
134205,16591
134217,7642
134231,4092
134276,4092
134281,10923
134318,19647
134329,206266
134333,7496
134376,21661
134384,26986
134405,18589
134423,7374
134425,3940
134429,2478
134434,2840
134457,36652
134472,93664
134507,295
134518,2704
134524,3867
134544,7948
134545,21417
134568,1900
134677,486
134736,2146
134767,17506
134770,1587620
134780,3080
134784,4213
134786,13326
134792,88170
134794,51998
134827,2594
134834,34349
134840,493482
134854,248
134868,875211
134886,1173
134941,3829
135010,7120
135462,3002
135730,2040
136280,2888
136433,3347
136440,1298767
136461,9208
136704,511
136859,3347
136898,9293
137018,2066
137188,3537
137214,3600
137230,13162
137274,12708
137439,3127
137573,15034
137723,10079
137794,3762
137914,3284
137948,20693
138051,3290
138114,3213
138132,5604
138233,20335
138258,2719
138259,8435
138273,8556
138304,7604
138328,5837
138353,7004
138431,476
138435,2932
138467,13423
138485,18366
138550,42726
138576,2724
138590,2755
138591,11556
138605,2594
138640,17578
138652,12009
138685,4105
138688,6884
138758,34377
138821,20354
138845,450
138846,1700
138853,3346
138970,4380
139052,1867
144076,3100
144395,3169
144629,3560
144638,7149
144642,818833
144645,1329382
144650,13879
144652,91513
144656,363102
144661,6011
144662,2679
144666,49235
144672,3124
144675,358110
144678,45799
144679,5900
144681,33662
144682,98688
144684,674315
144685,9341
144687,11614
144696,315795
144701,55317
144703,5062
144704,15594
144707,1251579
144716,3471
144719,1292057
144726,31014
144731,3748
144733,13214
144735,11274
144742,64511
144744,45645
144745,2909
144747,20393
144750,1306701
144751,127169
144753,10728
144756,41966
144760,24701
144761,5838
144771,459
144773,48752
144774,3560
144775,11895
144776,1002
144778,11079
144787,75062
144788,37021
144797,83322
144799,368
144805,6667
144807,20489
144813,4615
144814,23362
144815,3824
144817,662941
144821,187694
144822,3239
144826,169340
144831,26074
144833,10342
144838,15184
144841,1274
144848,18599
144849,13061
144852,2144
144854,1084
144861,14566
144865,2338
144869,454295
144874,19313
144884,2494
144885,9969
144890,23090
144892,8022
144894,10956
144895,1113027
144896,405
144907,4868
144908,4272
144909,46156
144915,35414
144918,5531
144919,11683
144923,174374
144924,64828
144925,13983
144927,28412
144930,5235
144932,8091
144935,32188
144940,393
144946,174832
144949,439
144953,3127
144954,4341
144955,3856
144958,6610
144967,2568
144970,13771
144972,714206
144973,28863
144978,6204
144984,190811
144985,154901
145001,396975
145003,350
145014,7798
145016,365
145018,2744
145021,9195
190030,42078
200000,1442136
200002,397996
200003,67392
200005,1143983
200006,13192
200007,3537
200008,249712
200009,174749
200010,9373
200013,6915
200014,5331
200015,23477
200017,6549
200024,348858
200027,7599
200028,9297
200029,10775
200031,194035
200033,611908
200036,60905
200038,2814
200039,125963
200040,3002
200043,269119
200045,552
200050,13334
200055,44345
200059,193670
200062,4017
200067,384280
200070,44561
200075,66199
200079,7504
200080,36133
200083,75011
200093,7656
200095,733352
200096,21522
200108,39900
200113,9378
200116,357778
200125,3158
200127,28115
200130,10402
200145,32933
200147,29849
200148,37745
200164,19439
200166,10762
200170,7827
200171,10788
200173,3488
200175,1149174
200176,108164
200181,4610
200183,3824
200187,2337
200188,296283
200197,2692
200205,7288
200208,3786
200209,6345
200214,6737
200216,109277
200217,36835
200218,133624
200219,134120
200220,71703
200221,1086096
200222,18248
200225,108948
200228,127414
200230,76086
200232,3296
200233,56634
200234,54711
200240,467955
200242,15432
200247,74744
200250,6875
200253,3794
200255,13140
200259,4239
200263,21685
200265,698110
200266,362182
200267,252433
200270,590
200272,350
200273,10131
200274,938
200276,7568
200278,46242
200282,1292528
200283,2004
200290,5846
200291,2588
200292,3003
200298,3375
200300,7804
200303,647903
200305,2252
200307,5167
200309,151891
200312,8360
200318,74116
200321,19357
200325,883332
200329,7544
200332,9643
200335,399042
200336,32452
200338,2136
200342,3375
200343,18047
200346,105492
200358,2926
200365,16088
200366,127521
200367,8096
200368,54475
200372,3187
200374,43285
200383,2912
200384,512455
200385,84918
200389,14711
200390,280163
200398,6698
200401,450
200403,47348
200406,3867
200415,43804
200416,319
200418,36605
200419,16450
200420,2715
200424,3809
200429,4105
200433,3383
200434,5900
200436,372955
200437,11458
200438,36507
200439,3596
200441,107051
200442,72707
200443,6867
200447,9066
200452,4129
200454,3419
200457,4518
200459,6064
200460,1303
200462,39476
200465,281685
200466,75398
200469,12740
200475,2353
200482,3631
200483,323
200484,618623
200495,7994
200512,18709
200514,897694
200515,2981
200516,138783
200521,2806
200522,7299
200525,407
200526,471
200531,7246
200532,62445
200533,22930
200537,12462
200541,3289
200550,167418
200553,218733
200562,29562
200565,22690
200569,2642
200572,84906
200574,9616
200587,122557
200589,76018
200590,3520
200594,20621
200595,2276
200597,7168
200598,26645
200607,32055
200608,7155
200610,72692
200611,919680
200614,23111
200615,1141953
200617,28905
200618,917
200619,4699
200620,2279
200621,11212
200622,368
200624,809249
200632,140283
200635,4341
200636,10973
200638,6768
200639,2855
200640,37270
200642,5479
200643,12468
200644,5096
200646,9723
200647,101470
200648,11236
200650,3537
200652,3971
200660,28278
200661,49220
200662,2661
200663,42050
200665,12630
200666,148727
200670,571719
200671,6031
200672,94758
200677,128263
200681,26287
200682,3796
200687,27887
200692,14554
200701,3241
200703,7004
200707,2639
200708,2871
200709,2618
200710,9833
200711,215693
200713,25640
200729,30643
200748,714982
200764,67219
200773,98276
